Carrier,Score,Latency (ms),Download (Bps),Upload (Bps),Browser Speed (ms),Date,Latitude,Longitude,Timestamp
etisalat-nigeria,358,391.2,1507427.52158736,670186.190312607,201,2013-01-29 22:15:56,9.0919913928,7.5144747277,1335
iusacell,323,258.1,1165307.20068172,1317293.72045915,667.5,2013-01-29 22:12:02,19.4579713,-99.25765,1332
vodafone-d2,259,235.4,1712928.60125261,614847.778127955,750,2013-01-29 21:43:16,53.2511425,7.4632758,1303
verizon,187,248.7,165258.675904852,361681.868743048,955.5,2013-01-29 21:34:35,33.5660107993,-81.7200851109,1294
t-mobile,278,147.4,4795399.18176505,452857.938718663,2321.5,2013-01-29 21:34:33,39.6916507,-84.1056803,1294
rogers,391,113.1,3035489.45615982,805496.284062758,431,2013-01-29 21:31:06,43.3682049083,-79.7540424943,1291
t-mobile,124,516.9,176872.275755028,86041.8100026462,1320,2013-01-29 21:28:11,37.51803576,-77.2250478,1288
verizon,932,81.3,7791954.41595442,5002338.46153846,474.5,2013-01-29 21:18:50,33.5657,-84.41306,1278
sprint,226,195.4,1064745.3932001,450141.209044762,939.5,2013-01-29 21:08:42,39.7849077138,-74.3502941846,1268
verizon,230,186.5,1255536.03672533,616012.630249447,1396,2013-01-29 20:47:35,35.1130596,-78.8838281,1247
three-indonesia,126,593.4,990694.035257184,222986.855640645,2460,2013-01-29 20:43:11,3.5772418,98.6927018,1243
virgin-mobile-uk,233,450,129374.456007569,840548.039638087,727,2013-01-29 20:34:11,52.6774801,-1.1566752,1234
life-ukraine,90,855.3,117132.937414344,113782.339904351,2616.5,2013-01-29 20:32:40,46.6568107605,31.0900802612,1232
life-ukraine,85,1046.2,68196.520741732,82735.8778625954,2573,2013-01-29 20:29:29,46.6568107605,31.0900802612,1229
cricket,222,203.7,174335.54309026,322411.502231036,582.5,2013-01-29 20:29:15,39.7550046,-105.0214393,1229
t-mobile,285,178.7,4413624.52931684,455182.454503033,1230,2013-01-29 20:25:15,45.5132672,-122.5648695,1225
t-mobile,296,201.7,3339409.03540904,848960.835509138,1270.5,2013-01-29 20:24:30,45.5042141,-122.5573495,1224
virgin-mobile-uk,260,210.5,855660.444259047,836583.190394511,898,2013-01-29 20:16:23,53.7719096617,-1.7454598595,1216
life-ukraine,90,731.6,88670.2905990295,80896.9978437552,2578.5,2013-01-29 20:06:58,46.6568107605,31.0900802612,1206
virgin-mobile-uk,375,122.2,3176511.03368176,1449414.56166419,1581.5,2013-01-29 20:01:26,51.5172602833,-0.2859193167,1201
life-ukraine,87,1034.5,117337.299430827,79048.2982171799,2456.5,2013-01-29 19:59:47,46.6568107605,31.0900802612,1199
verizon,409,122.5,5296919.30277598,750928.406466513,521.5,2013-01-29 19:58:46,45.564518,-93.1929648,1198
verizon,427,337.4,5717719.86062718,1352920.94313454,504,2013-01-29 19:58:22,45.564518,-93.1929648,1198
verizon,667,92.3,5283276.23953638,3101608.90302067,542.5,2013-01-29 19:57:52,45.564518,-93.1929648,1197
life-ukraine,77,1685.3,31892.7802352429,33753.3867367948,2439.5,2013-01-29 19:56:55,46.656811,31.09008,1196
verizon,621,185.6,5558894.30894309,3101608.90302067,522.5,2013-01-29 19:54:47,45.564518,-93.1929648,1194
verizon,588,115.8,5532655.42818611,2478922.49047014,540.5,2013-01-29 19:54:33,45.564518,-93.1929648,1194
verizon,678,93.1,5077306.93069307,3224647.9338843,517.5,2013-01-29 19:53:56,45.564518,-93.1929648,1193
o2,122,459.3,1238479.69811321,111055.501793135,2699,2013-01-29 19:19:28,55.87326,-3.0747,1159
orange,395,628.9,3206302.46189918,1636671.1409396,488,2013-01-29 18:17:02,52.91588,-1.461105,1097
t-mobile-croatia,274,185,2537083.48794063,454334.420121099,726.5,2013-01-29 18:11:55,45.6820801,15.6531756,1091
airtel-india,217,499.4,996227.294803303,365544.688026981,566,2013-01-29 18:11:31,13.0277958,80.2763351,1091
orange,551,164.7,6395111.45752144,2057924.05063291,458.5,2013-01-29 18:10:19,52.917535,-1.46025,1090
vodafone-india,170,677.3,94133.1528286085,72242.6217367154,519.5,2013-01-29 18:09:18,22.09393,80.553156,1089
virgin-mobile-uk,295,199.3,2021914.24346969,483737.168361022,451.5,2013-01-29 17:46:19,53.9307589829,-1.3740068023,1066
orange,138,263.4,1398249.48875256,123655.447803765,3043,2013-01-29 17:32:10,52.4480752,-1.8879851,1052
att,186,210.5,991412.276462059,322304.97274079,1510,2013-01-29 17:09:07,28.9428501129,-97.2421646118,1029
att,232,416.8,1432674.69879518,219425.486446969,450.5,2013-01-29 16:59:38,31.3229171658,-89.3604031272,1019
e-plus,270,207.3,2145640.16736402,927680.456490728,1497.5,2013-01-29 16:38:53,50.2299224827,8.627659245,998
verizon,231,150.2,1142906.81153364,326457.831325301,953,2013-01-29 16:36:48,40.3092187114,-74.6676681346,996
pelephone,370,240.2,3317803.47755762,955860.852523273,404.5,2013-01-29 16:20:04,32.1581643,34.8139972,980
pelephone,367,284.1,2971723.28866353,1150980.53097345,445,2013-01-29 16:19:13,32.1581643,34.8139972,979
sprint,234,294.6,930791.605218378,308590.952230307,495.5,2013-01-29 16:13:23,33.476520963,-84.3375463878,973
rogers,192,272.8,1615461.31128175,200504.830421377,1043,2013-01-29 16:08:40,43.4647293,-80.530931,968
dialog-axiata,134,480.1,346696.864700414,186851.067905373,1459,2013-01-29 16:04:14,7.314275,79.856972,964
three-denmark,282,331.4,423436.445270166,848960.835509138,439,2013-01-29 16:03:35,61.8876288459,12.828597771,963
att,239,240.6,2246079.38680537,480047.244094488,1021,2013-01-29 15:56:20,37.8834139,-122.2903569,956
att,258,232.9,1991487.37864078,467508.267433501,679,2013-01-29 15:55:23,37.8834139,-122.2903569,955
t-mobile,161,184.9,518872.320242838,182550.014035744,1763,2013-01-29 14:56:52,42.32781954,-83.08033695,896
verizon,638,93.5,5962883.72093023,2860574.78005865,700,2013-01-29 14:19:23,36.2272459,-86.5167684,859
sprint,212,345.4,72148.9949174302,235248.040516098,445,2013-01-29 13:49:04,25.7825847483,-80.2960671858,829
meteor,234,198.9,1185169.43521595,582188.003581021,1071,2013-01-29 13:43:33,53.443663,-9.0947852,823
meteor,262,199.6,2056888.44321885,546167.9731243,823.5,2013-01-29 13:42:54,53.3744388,-9.1293226,822
vodafone,238,340.1,561250.974758875,587978.300180832,572,2013-01-29 13:02:37,51.2956742,-0.8329804,782
meteor,125,987.3,69361.061094063,26003.4921692769,897,2013-01-29 12:28:18,53.354048,-9.1675139,748
free-mobile,221,271.1,1686521.68550874,379186.005830904,880,2013-01-29 12:25:51,49.249942,4.0239841,745
dtac,174,604.4,211685.448916409,84641.9367434596,529.5,2013-01-29 12:11:40,15.72175,103.56523,731
vodafone-italy,251,259.4,1254192.60165087,327939.485627837,466,2013-01-29 11:45:06,45.5204602,9.2193331,705
idea,188,368.1,587535.123523093,614847.778127955,1442.5,2013-01-29 11:36:45,22.078369,82.158318,696
dtac,171,535,207546.303088559,84014.9864346927,567,2013-01-29 11:12:09,15.72175,103.56523,672
three-indonesia,112,454.4,815680.286310767,41887.5362318841,2284,2013-01-29 10:34:30,-6.98626,110.42217,634
three-indonesia,128,453.3,809084.70565033,186066.9527897,2187,2013-01-29 10:33:00,-6.98626,110.42217,633
vodafone-italy,226,307.3,1519712.53935914,172723.505976096,520,2013-01-29 10:27:34,45.5202815,9.2192443,627
vodafone-italy,234,289.3,1544021.07640196,209437.68115942,512.5,2013-01-29 10:26:39,45.5206388,9.2194219,626
telus,286,177,2413214.11764706,799881.918819188,1059,2013-01-29 09:15:57,49.3610434,-124.546313,555
telus,298,146,2406843.06248167,794345.276872964,1044,2013-01-29 09:13:07,49.3610434,-124.546313,553
vodafone-india,65,1120.6,32573.1980372541,21374.7041809098,3949.5,2013-01-29 08:40:28,31.6493562,74.8880382,520
three-italy,323,191.5,2928239.82869379,587624.096385542,476,2013-01-29 08:23:16,44.1023,12.04951,503
vodafone-italy,305,631.8,2221149.97292907,1097250.84364454,606.5,2013-01-29 07:19:22,45.5122573,9.1244494,439
t-mobile,640,56.3,7172139.86013986,1982634.14634146,755,2013-01-29 06:04:30,38.968955,-77.0834874,364
bell,121,773,1255151.90454337,97292.6391382406,2102,2013-01-29 05:24:54,4.7482,-74.06824,324
verizon,205,189.3,400357.568068703,339820.937118969,916.5,2013-01-29 04:54:14,41.1881123996,-75.3588751797,294
rogers,258,258.1,2095231.86925434,866686.80586406,1361,2013-01-29 03:45:25,56.2366259,-120.8017324,225
verizon,390,125.7,3886749.40786357,1041041.62219851,678.5,2013-01-29 03:40:04,30.5560233,-90.5924713,220
att,197,176.1,490109.790335105,400927.250308261,1376,2013-01-29 03:31:17,29.086281,-97.285889,211
att,195,204.2,358810.862815411,489195.586760281,1374,2013-01-29 03:27:41,28.890961,-97.178627,207
telus,655,86.1,5619813.69863014,1912658.82352941,200,2013-01-29 03:16:21,44.4081360056,-79.6733658762,196
t-mobile,428,128.9,3311108.95883777,1588690.55374593,715.5,2013-01-29 02:49:21,28.3388238,-81.6408285,169
t-mobile,361,378,2770063.47062795,1361418.00418702,537.5,2013-01-29 02:48:52,28.3388238,-81.6408285,168
t-mobile,285,574,3835870.96774194,556926.063374251,613,2013-01-29 02:48:33,28.3432032,-81.6270131,168
t-mobile,469,98.8,7465812.55686988,853790.809628009,621.5,2013-01-29 02:47:18,28.344663,-81.622408,167
t-mobile,451,110.3,7904554.9132948,645356.268607344,589,2013-01-29 02:46:12,28.3477008,-81.6145289,166
t-mobile,382,110,5945600,567951.091703057,840.5,2013-01-29 02:45:43,28.3477008,-81.6145289,165
t-mobile,413,196.3,6375235.43123543,1302344.45927904,1025.5,2013-01-29 02:44:54,28.3477008,-81.6145289,164
sprint,133,931.6,243751.760197261,29389.6144981245,862.5,2013-01-29 02:33:09,38.3044521,-85.832651,153
verizon,162,286.6,445774.63870477,340176.460331299,1566.5,2013-01-29 01:35:06,29.3302616,-97.33,95
verizon,342,133.4,867145.212428662,869390.374331551,418,2013-01-29 01:10:48,37.2571681768,-80.4179243906,70
verizon,135,232.7,847178.936499742,67099.2949269132,2423,2013-01-29 00:59:40,40.026638,-76.312564,59
sprint,244,148.9,1330456.94827307,145666.54222355,610,2013-01-29 00:40:11,42.4244458,-71.0617101,40
sprint,358,206.3,5604459.01639344,1093560.53811659,1408.5,2013-01-29 00:32:23,34.0203069667,-118.2331263333,32
verizon,512,127.9,1546057.65969474,1863335.24355301,236,2013-01-29 00:29:00,37.7892173304,-122.4047408146,29
att,183,609.3,1782517.4885944,194662.941528637,893.5,2013-01-29 00:20:11,33.75906,-117.97035,20
three,308,206.8,1484517.45974308,923727.272727273,580,2013-01-28 23:39:44,51.4778950137,-0.0837226037,1419
mobily,243,534,1321883.03528275,753247.876447876,737,2013-01-28 23:34:55,26.1782358,50.1973969,1414
t-mobile,523,82.2,7989219.08471276,1110365.39556061,658,2013-01-28 23:24:14,40.717593,-73.9886199,1404
rogers,306,323.4,2239947.58394758,800866.995073892,492,2013-01-28 23:13:22,49.2239242209,-123.1085361564,1393
telcel,313,401.8,1688951.83202964,934344.827586207,431,2013-01-28 23:06:33,20.6092956942,-100.4903861695,1386
telcel,311,362.2,1628931.50684932,871721.179624665,416.5,2013-01-28 23:05:37,20.6092956942,-100.4903861695,1385
telcel,313,407.2,1705451.67324881,931222.911694511,430,2013-01-28 23:05:14,20.6093047885,-100.4903690704,1385
sprint,213,178.4,217447.009249198,407203.506574828,888,2013-01-28 22:39:15,40.7432718,-73.9932465,1359
sprint,242,201.6,469685.042074532,562708.970291318,692,2013-01-28 22:37:45,40.7432718,-73.9932465,1357
verizon,589,84.5,5415794.05940594,2435595.50561798,781.5,2013-01-28 22:32:56,36.21096,-81.6743065,1352
verizon,380,163.3,3285914.29715659,1057404.87804878,516.5,2013-01-28 22:13:05,45.792895,-108.4856279,1333
sprint,277,263,2492383.96111786,1182370.90909091,2212.5,2013-01-28 22:02:21,33.9961489,-118.0844636,1322
three-denmark,383,146.4,925020.067643743,567951.091703057,194,2013-01-28 21:48:02,55.7143887331,12.5721601054,1308
verizon,380,174.9,2561638.46394006,1709826.46801052,1081,2013-01-28 21:27:26,37.7884395,-122.4027343,1287
metropcs,168,413.1,144572.5864712,147494.669993196,698,2013-01-28 21:02:14,37.7880744,-122.4046535,1262
verizon,333,160,2722272.06370272,982332.326283988,804.5,2013-01-28 21:00:12,37.7884395,-122.4027343,1260
verizon,236,198.8,1418801.31419678,422001.297858533,823.5,2013-01-28 20:57:35,37.7884395,-122.4027343,1257
verizon,581,373.8,4488472.64770241,3187764.70588235,529,2013-01-28 20:27:00,45.8584644,-93.297494,1227
verizon,576,134.3,5592997.95501023,2460166.45649433,536.5,2013-01-28 20:25:18,45.8584644,-93.297494,1225
verizon,336,179.9,4179790.1171676,485422.244339388,514.5,2013-01-28 20:24:56,45.8584644,-93.297494,1224
verizon,175,446.8,391325.797682072,130731.890370569,637.5,2013-01-28 20:24:15,45.8584644,-93.297494,1224
vodafone-india,137,791.8,177208.440422453,84305.4319173761,892.5,2013-01-28 20:02:19,25.5999442,85.0755757,1202
t-mobile,124,344.2,730235.671057316,92741.5858528237,2175.5,2013-01-28 19:22:59,40.86411,-111.90915,1162
t-mobile,540,112.8,8279442.98688194,1464648.64864865,578.5,2013-01-28 19:22:32,41.7514949,-87.9687336,1162
t-mobile,221,151.2,1584880.81900715,487362.478141394,2029.5,2013-01-28 19:17:09,33.461751,-112.2374476,1157
sprint,512,150.7,6860307.69230769,1875876.92307692,754,2013-01-28 19:15:45,33.0781987,-96.8688428,1155
verizon,367,189.9,2668269.26829268,1603050.1232539,1096.5,2013-01-28 19:12:31,32.8772473,-105.9552736,1152
verizon,404,122.7,6041920.4712813,572618.72615204,530.5,2013-01-28 18:51:08,40.7650193,-82.541797,1131
o2,225,295.1,2103827.69230769,794021.978021978,2246,2013-01-28 18:41:31,53.6674,-1.8225,1121
rogers,539,139.7,4338936.0126917,2402600.98522167,565,2013-01-28 18:18:52,50.93794,-113.97892,1098
sprint,202,180.6,2147886.91099476,130696.858042473,1335.5,2013-01-28 17:35:55,34.0214157,-118.2241657,1055
sprint,181,233.3,689895.568821996,263850.689748445,1157,2013-01-28 17:32:14,34.0214157,-118.2241657,1052
airtel-india,181,533.8,647484.848484849,88605.3229176129,565.5,2013-01-28 17:26:04,28.5499678,77.3328566,1046
three-indonesia,180,484.1,685228.662101219,278940.80640549,812.5,2013-01-28 17:22:18,-6.99358,110.47383,1042
sprint,220,267.2,259863.43193767,494402.432843386,663,2013-01-28 17:15:26,40.5816439,-74.1646944,1035
t-mobile,483,81.9,5686020.79002079,1105332.57790368,603.5,2013-01-28 17:13:50,40.5891345,-74.0721009,1033
metropcs,391,172.6,7116156.11448395,738702.0068156,816,2013-01-28 17:12:04,40.5933234,-74.0730318,1032
sprint,259,211.2,1179038.36758155,511647.521636507,589,2013-01-28 17:09:22,30.1494458,-95.3051548,1029
t-mobile,535,792.4,1.1788689655172415E7,1455904.47761194,565,2013-01-28 17:01:28,26.0425191,-80.4311359,1021
t-mobile,486,771.2,1.0867454304635761E7,1223909.66122961,621.5,2013-01-28 17:01:08,26.0425191,-80.4311359,1021
t-mobile,604,140.2,1.237545701357466E7,1580965.9643436,692.5,2013-01-28 17:00:36,26.0425191,-80.4311359,1020
t-mobile,571,141.4,1.0925336884154461E7,1575857.83521809,737,2013-01-28 16:59:10,26.0425191,-80.4311359,1019
telus,212,270.5,1618967.64009471,662673.913043478,1872,2013-01-28 16:52:27,53.51415182,-113.52708923,1012
orange,270,547,1089487.18629664,89241.6632358995,228,2013-01-28 16:42:09,51.425731134,-0.0462453734,1002
safaricom,225,1222.8,682719.92011982,376623.938223938,409,2013-01-28 16:33:30,-1.3177226,36.8264874,993
t-mobile,437,119.1,5144155.48589342,1244998.08551372,697,2013-01-28 16:12:08,39.9120781,-86.0676865,972
t-mobile,553,71.2,6965134.12563667,1159876.33769322,444,2013-01-28 15:07:14,39.9267605,-75.3087673,907
dtac,260,445.4,1136101.91082803,801525.061626951,607.5,2013-01-28 14:29:28,13.76893,100.713235,869
sprint,207,242.7,1231231.69267707,129113.964262078,678.5,2013-01-28 14:14:06,30.0416796,-94.1184182,854
verizon,686,78.9,5121677.90262172,2393757.05521472,233,2013-01-28 14:08:58,44.7244103115,-93.2779643646,848
turkcell,311,298.2,2078249.24012158,872891.275167785,507,2013-01-28 13:50:49,41.0351506,29.0785713,830
wind,166,965.3,365134.083930399,50588.9430556996,538.5,2013-01-28 12:29:52,43.2123573,-79.7792489,749
orange,611,155.9,5108921.54420922,2177357.14285714,215.5,2013-01-28 12:09:15,55.9482623403,-3.1944703191,729
claro-brazil,181,373.1,1507150.62454078,351325.769854133,1387.5,2013-01-28 10:54:20,-16.708651,-49.260559,654
idea,113,556.1,1180395.33880017,329045.707539214,7505.5,2013-01-28 09:10:52,21.676508,69.763435,550
sprint,276,306.2,1002557.18475073,506598.805505064,376.5,2013-01-28 09:00:08,40.0547371,-82.8739716,540
verizon,209,278.7,1527635.0772668,589755.743651753,1621.5,2013-01-28 08:39:23,33.7436375,-118.1926728,519
sprint,211,259.3,1445547.56871036,210681.641468683,747,2013-01-28 06:21:49,39.6441198,-84.2336282,381
verizon,526,102.3,4444706.39219935,2234721.64948454,820.5,2013-01-28 04:32:55,42.9937647,-78.7501035,272
wind,196,274.7,1105934.49251921,151680.29855388,728.5,2013-01-28 04:29:40,43.7106555,-79.394685,269
sprint,231,374,690301.867743564,357834.189288335,468.5,2013-01-28 03:47:43,41.6721886,-85.7183854,227
t-mobile,464,152.4,5831505.33049041,1185244.22843256,424,2013-01-28 03:29:11,32.9824616667,-97.2837816552,209
t-mobile,511,125.1,5686020.79002079,1545889.06497623,421.5,2013-01-28 03:27:20,32.9824616667,-97.2837816552,207
rogers,139,426.1,1242982.57839721,163832.045683574,1995.5,2013-01-28 03:27:19,43.57952,-79.71557,207
verizon,424,164.1,2970647.35698769,1801396.12188366,722,2013-01-28 03:26:13,32.9743335,-97.2824711,206
t-mobile,501,138.3,6234747.72036474,1465749.0608565,448.5,2013-01-28 03:25:43,32.9824417597,-97.2830299661,205
verizon,406,167.8,2993406.78584458,1752840.9703504,909.5,2013-01-28 03:25:43,32.9743335,-97.2824711,205
verizon,411,167.9,2803186.88076529,1748129.03225806,767,2013-01-28 03:24:45,32.9743335,-97.2824711,204
beeline-uzbekistan,140,421.5,59627.9705236843,251470.997679814,1381,2013-01-28 03:24:24,41.2652152,69.1945426,204
sprint,193,779,139307.412815376,52868.8111433295,373.5,2013-01-28 03:23:22,41.6720519,-85.7185697,203
bell,524,113.7,3835870.96774194,2284440.28103044,651,2013-01-28 02:39:29,48.3889847,-89.2481007,159
taiwan-mobile,167,315.4,1256497.39663093,205879.273955255,1388.5,2013-01-28 02:37:26,22.604916,120.388847,157
verizon,373,187.8,1950767.47503566,685974.683544304,248,2013-01-28 02:13:10,33.3087640162,-112.0364375191,133
verizon,446,176.1,2447040.8589323,1378736.39575972,273,2013-01-28 02:12:00,33.3085717225,-112.0334311063,132
att,178,242.5,122237.206322721,98481.1711256941,714.5,2013-01-28 01:51:22,35.151035,-90.0212021,111
sprint,231,198.7,461028.712704388,245861.625708885,511,2013-01-28 00:57:08,40.6806186733,-73.7072816184,57
t-mobile,334,239.7,1715076.92307692,898209.944751381,393.5,2013-01-28 00:55:19,41.668885,-88.5371821,55
sprint,195,293.7,307484.934792385,97677.4645771792,527,2013-01-28 00:50:43,40.6756328041,-73.7042238976,50
verizon,557,66.1,3410194.51371571,1077851.93370166,210.5,2013-01-27 23:35:02,33.8017306337,-84.4115860016,1415
verizon,543,110.4,6522200.31796502,953991.19804401,216.5,2013-01-27 23:34:07,33.8016976779,-84.4112905098,1414
mts,200,365.3,682095.602294455,139510.297482838,529.5,2013-01-27 23:13:17,43.6620586,-79.4289896,1393
mts,327,92,2665668.61598441,301998.761609907,611.5,2013-01-27 23:01:24,43.7061768,-79.3988923,1381
virgin-mobile-uk,426,100.5,3207555.90304926,1164723.58208955,521.5,2013-01-27 22:51:03,51.9848147,-0.2428057,1371
verizon,759,82.7,4444706.39219935,3161931.9286872,205.5,2013-01-27 22:44:09,42.30094832,-71.06784685,1364
telus,425,84.1,3963733.33333333,835150.684931507,542,2013-01-27 22:25:02,46.6757428553,-71.6855182686,1345
bell,195,646.1,1518587.45141588,257376.253298153,719.5,2013-01-27 22:18:04,49.2172673599,-122.9581759939,1338
verizon,190,237.7,945595.021320733,514345.373055629,1828,2013-01-27 22:03:54,46.5916641,-111.8904641,1323
sprint,139,842.2,62538.037637482,186084.700495994,962.5,2013-01-27 21:48:11,38.5331744096,-89.980809549,1308
telus,132,400.8,788026.123703419,206227.484143763,2279.5,2013-01-27 21:46:40,45.28788,-75.79395,1306
dialog-poland,250,190.3,2674357.23598435,565809.744779582,1462.5,2013-01-27 20:57:56,51.7450265884,19.4226179123,1257
dialog-poland,212,214.9,1767160.88735731,456995.080815179,1592.5,2013-01-27 20:56:06,51.7403230667,19.4213571548,1256
dialog-poland,211,193.1,1109974.02597403,501004.622496148,1483.5,2013-01-27 20:55:12,51.7471313477,19.41588974,1255
att,233,119.7,828362.241292277,445922.742857143,1467,2013-01-27 20:11:42,29.6376037365,-95.6643829589,1211
verizon,179,244.1,480691.780420646,471576.504713561,1694.5,2013-01-27 20:11:38,42.9363791,-123.2870417,1211
t-mobile,272,176.3,3137639.77055449,149254.99196695,593,2013-01-27 18:58:11,37.9625653,-121.3409777,1138
rogers,264,403.2,3129263.15789474,655548.387096774,921.5,2013-01-27 18:19:39,44.67494,-63.59142,1099
sprint,506,141.1,1937409.20897285,1604368.42105263,200,2013-01-27 18:17:02,29.5728211385,-98.3229240776,1097
rogers,253,241.1,1686175.09247842,759996.883521621,1059.5,2013-01-27 17:55:22,45.0358402474,-79.2885779652,1075
t-mobile,250,341,3478138.19415006,457102.155576382,1007.5,2013-01-27 16:53:17,37.5047,-121.96796,1013
mts,212,243.7,486535.104364326,182601.272931486,546.5,2013-01-27 16:41:48,43.6620586,-79.4289896,1001
wind,269,95.5,1430925.70631322,232750.178954903,886,2013-01-27 16:37:37,43.6669975,-79.4363413,997
wind,171,603.4,1024335.58052434,235049.638554217,915.5,2013-01-27 16:36:32,43.6669975,-79.4363413,996
t-mobile,254,135.7,1709360,578733.906852566,1443,2013-01-27 15:37:15,34.0821986,-117.461413,937
verizon,206,246.8,499630.25210084,575320.554408729,1185,2013-01-27 15:29:48,28.1356424357,-80.6711898847,929
wind,435,128.6,3965649.10584824,1776786.8852459,1109.5,2013-01-27 14:59:50,42.2868531,-83.0717212,899
verizon,325,163.3,2645044.48742747,747189.582535427,603.5,2013-01-27 14:22:27,39.9585694,-75.2304285,862
verizon,347,167.2,4957660.42296073,584455.362492511,653,2013-01-27 14:21:10,39.9585694,-75.2304285,861
verizon,432,77.3,2578544.31175361,1178798.79154079,628.5,2013-01-27 14:16:43,39.9584255,-75.2404189,856
verizon,606,112.2,5484577.54010695,2881701.62481536,790.5,2013-01-27 13:51:22,39.9281037,-82.8681024,831
verizon,600,117.3,5080450.77399381,3136514.46945338,1143.5,2013-01-27 13:50:34,39.9281037,-82.8681024,830
orange-kenya,160,2283.3,61974.9680869546,31598.322022643,484,2013-01-27 13:45:07,-1.2953951,36.893768,825
vodafone-turkey,189,372.8,95175.9465478842,110652.373660031,500,2013-01-27 13:43:50,40.92475,29.297755,823
tellcom,457,183,3592350.26269702,1818184.52935694,506.5,2013-01-27 13:40:52,40.92475,29.297755,820
tellcom,510,179.4,3636936.17021277,2314249.11032029,491,2013-01-27 13:39:03,40.92984,29.27979,819
three,259,251.8,477335.970678923,962462.752836704,868.5,2013-01-27 12:54:58,56.07516,-4.8256584,774
three,230,261.6,660196.974573544,799226.546497337,1140.5,2013-01-27 12:51:35,53.6398856,-2.0977033,771
sprint,224,198.3,1680993.23909035,512588.544403573,1392,2013-01-27 12:29:40,34.0608365,-81.0246547,749
three,259,181.5,2228388.91906573,737584.877126654,1525,2013-01-27 10:11:55,51.5148068,-0.162631,611
three,185,261.6,334512.720156556,511781.741867786,1398.5,2013-01-27 09:47:39,51.5148068,-0.162631,587
sprint,656,98,6002141.91660571,2916161.43497758,551.5,2013-01-27 07:48:04,32.9675378,-96.9013431,468
dtac,269,446.9,975963.839657428,887585.077343039,587,2013-01-27 06:10:53,13.76893,100.713235,370
movistar-colombia,237,135.6,1954019.52845916,385403.397866456,1540.5,2013-01-27 05:51:00,7.3644515667,-72.6469623333,351
t-mobile,509,106.4,5860662.85714286,1872276.3915547,896,2013-01-27 04:47:39,44.7629284,-93.2454966,287
att,285,166.4,2580166.03773585,871721.179624665,1491.5,2013-01-27 04:39:17,34.47311,-118.322327,279
att,165,239.5,121265.24881394,102200.848656294,907.5,2013-01-27 04:27:40,32.1697804,-96.0213146,267
verizon,340,157.2,3561166.66666667,769894.238358327,682.5,2013-01-27 04:12:09,32.6363544,-116.9950663,252
verizon,74,397.2,523039.969401415,58366.8511593119,10203,2013-01-27 04:11:06,32.6363544,-116.9950663,251
sprint,342,168.1,876033.3119795,399777.049180328,219,2013-01-27 04:09:42,40.838208384,-74.155840585,249
verizon,346,189.2,222163.110581609,853044.162658505,268,2013-01-27 04:05:27,40.1030724356,-75.1204340067,245
sprint,304,164.3,1307766.6560408,793698.942229455,586.5,2013-01-27 04:02:05,30.2286566,-97.7237188,242
sprint,237,516.6,377099.365750529,554393.861892583,464.5,2013-01-27 03:54:21,39.2741087918,-76.6294973531,234
sprint,211,235,674082.155767335,568116.482236459,1163.5,2013-01-27 03:42:48,39.6614358,-86.1906439,222
sprint,220,229.8,552706.500505221,695016.743854649,1225.5,2013-01-27 03:36:07,39.6614358,-86.1906439,216
t-mobile,263,235.3,2136700,1048877.41935484,2060.5,2013-01-27 03:19:29,40.76365,-73.95987,199
verizon,451,107.1,3217618.82352941,1771945.50408719,810,2013-01-27 02:21:05,40.971615,-75.97751,141
vodafone,497,148.8,3536606.89655172,1223909.66122961,197,2013-01-27 01:30:10,50.7930802754,-2.0531824161,90
att,196,777.5,91323.1454171072,57198.076697549,361.5,2013-01-27 01:23:27,42.4016262,-71.367486,83
verizon,141,264.3,216118.214144607,246327.272727273,2018.5,2013-01-27 01:18:29,38.1951915,-95.7469881,78
t-mobile,271,160.5,1796568.42566236,743487.804878049,1142,2013-01-27 01:05:07,38.535307,-121.40223,65
t-mobile,358,163.2,430840.579710145,499209.825997953,196,2013-01-27 00:30:09,47.613363001,-122.3389048779,30
sprint,138,1053.5,96189.0738569754,123624.104936316,833.5,2013-01-27 00:14:14,36.8196447,-119.7149533,14
three,228,465.1,926064.108352145,326348.611575778,469.5,2013-01-26 23:22:31,51.4906944226,-0.243136042,1402
play-mobile,259,398.3,1105636.43713785,392616.62306299,371,2013-01-26 23:12:56,50.0675661,21.0958045,1392
play-mobile,269,482.1,1464904.12426352,386472.266244057,343,2013-01-26 23:12:22,50.0675667,21.095801,1392
sprint,228,250.8,671269.573754397,255890.870933893,502.5,2013-01-26 23:05:02,44.9736433,-89.6304169,1385
sprint,217,359.7,470088.690271571,414822.879013396,576.5,2013-01-26 23:02:32,44.9787966,-89.6203115,1382
t-mobile,442,151.9,4792598.13084112,800210.008203445,278,2013-01-26 22:43:40,32.8927688,-117.1200368,1363
t-mobile,357,195.2,2104907.13186249,793376.169174461,325,2013-01-26 22:43:18,32.891424,-117.1287917,1363
t-mobile,360,204.8,4100413.79310345,519827.338129496,356,2013-01-26 22:40:03,32.8550389,-117.1182437,1360
three-indonesia,130,633.7,1310063.54782053,217347.593582888,2553,2013-01-26 22:19:24,-7.03471,110.4245,1339
sprint,285,187,1261908.33589665,648358.923230309,548.5,2013-01-26 22:12:04,40.7218546,-73.9678361,1332
